Id,System,Area,Module,Options,Menu,Acesso
168,TRAX,Eng_Manutenção,Production,WO,UPDATE,NO
169,TRAX,Plan_Compras,Production,WO,UPDATE,NO
170,TRAX,Plan_Manutenção_Linha,Production,WO_Addbill,UPDATE,NO
171,TRAX,Plan_Manutenção_Heavy,Production,WO_Addbill,UPDATE,NO
172,TRAX,PCP,Production,WO_Addbill,UPDATE,NO
173,TRAX,PCO,Production,WO_Addbill,UPDATE,NO
174,TRAX,Qualidade_Manutenção,Production,WO_Addbill,UPDATE,NO
175,TRAX,Manutenção_Linha,Production,WO_Addbill,UPDATE,NO
176,TRAX,MCC,Production,WO_Addbill,UPDATE,NO
177,TRAX,Plan_Materiais,Production,WO_Addbill,UPDATE,NO
178,TRAX,GSE,Production,WO_Addbill,UPDATE,NO
179,TRAX,Simulador,Production,WO_Addbill,UPDATE,NO
180,TRAX,Almoxarifado,Production,WO_Addbill,UPDATE,NO
181,TRAX,Suprimentos,Production,WO_Addbill,UPDATE,NO
182,TRAX,Redelivery,Production,WO_Addbill,UPDATE,NO
183,TRAX,Eng_Manutenção,Production,WO_Addbill,UPDATE,NO
184,TRAX,Plan_Compras,Production,WO_Addbill,UPDATE,NO
185,TRAX,PCO,Production,WO_Audit,UPDATE,NO
186,TRAX,Qualidade_Manutenção,Production,WO_Audit,UPDATE,NO
187,TRAX,Manutenção_Linha,Production,WO_Audit,UPDATE,NO
188,TRAX,Plan_Materiais,Production,WO_Audit,UPDATE,NO
189,TRAX,GSE,Production,WO_Audit,UPDATE,NO
190,TRAX,Simulador,Production,WO_Audit,UPDATE,NO
191,TRAX,Almoxarifado,Production,WO_Audit,UPDATE,NO
192,TRAX,Suprimentos,Production,WO_Audit,UPDATE,NO
193,TRAX,Redelivery,Production,WO_Audit,UPDATE,NO
194,TRAX,Eng_Manutenção,Production,WO_Audit,UPDATE,NO
195,TRAX,Plan_Compras,Production,WO_Audit,UPDATE,NO
196,TRAX,Plan_Manutenção_Linha,Production,WO_Bid_Sheet,UPDATE,NO
197,TRAX,Plan_Manutenção_Heavy,Production,WO_Bid_Sheet,UPDATE,NO
198,TRAX,PCP,Production,WO_Bid_Sheet,UPDATE,NO
199,TRAX,PCO,Production,WO_Bid_Sheet,UPDATE,NO
200,TRAX,Qualidade_Manutenção,Production,WO_Bid_Sheet,UPDATE,NO
201,TRAX,Manutenção_Linha,Production,WO_Bid_Sheet,UPDATE,NO
202,TRAX,MCC,Production,WO_Bid_Sheet,UPDATE,NO
203,TRAX,Plan_Materiais,Production,WO_Bid_Sheet,UPDATE,NO
204,TRAX,GSE,Production,WO_Bid_Sheet,UPDATE,NO
205,TRAX,Simulador,Production,WO_Bid_Sheet,UPDATE,NO
206,TRAX,Almoxarifado,Production,WO_Bid_Sheet,UPDATE,NO
207,TRAX,Suprimentos,Production,WO_Bid_Sheet,UPDATE,NO
208,TRAX,Redelivery,Production,WO_Bid_Sheet,UPDATE,NO
209,TRAX,Eng_Manutenção,Production,WO_Bid_Sheet,UPDATE,NO
210,TRAX,Plan_Compras,Production,WO_Bid_Sheet,UPDATE,NO
211,TRAX,PCO,Production,WO_Closing,UPDATE,NO
212,TRAX,Qualidade_Manutenção,Production,WO_Closing,UPDATE,NO
213,TRAX,Plan_Materiais,Production,WO_Closing,UPDATE,NO
214,TRAX,GSE,Production,WO_Closing,UPDATE,NO
215,TRAX,Almoxarifado,Production,WO_Closing,UPDATE,NO
216,TRAX,Suprimentos,Production,WO_Closing,UPDATE,NO
217,TRAX,Eng_Manutenção,Production,WO_Closing,UPDATE,NO
218,TRAX,Plan_Compras,Production,WO_Closing,UPDATE,NO
219,TRAX,PCO,Production,WO_Closing_Post_Completion,UPDATE,NO
220,TRAX,Qualidade_Manutenção,Production,WO_Closing_Post_Completion,UPDATE,NO
221,TRAX,Manutenção_Linha,Production,WO_Closing_Post_Completion,UPDATE,NO
222,TRAX,Plan_Materiais,Production,WO_Closing_Post_Completion,UPDATE,NO
223,TRAX,GSE,Production,WO_Closing_Post_Completion,UPDATE,NO
224,TRAX,Simulador,Production,WO_Closing_Post_Completion,UPDATE,NO
225,TRAX,Almoxarifado,Production,WO_Closing_Post_Completion,UPDATE,NO
226,TRAX,Suprimentos,Production,WO_Closing_Post_Completion,UPDATE,NO
227,TRAX,Redelivery,Production,WO_Closing_Post_Completion,UPDATE,NO
228,TRAX,Eng_Manutenção,Production,WO_Closing_Post_Completion,UPDATE,NO
229,TRAX,Plan_Compras,Production,WO_Closing_Post_Completion,UPDATE,NO
230,TRAX,Plan_Manutenção_Linha,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
231,TRAX,Plan_Manutenção_Heavy,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
232,TRAX,PCP,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
233,TRAX,PCO,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
234,TRAX,Qualidade_Manutenção,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
235,TRAX,Manutenção_Linha,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
236,TRAX,MCC,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
237,TRAX,Plan_Materiais,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
238,TRAX,GSE,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
239,TRAX,Simulador,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
240,TRAX,Almoxarifado,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
241,TRAX,Suprimentos,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
242,TRAX,Redelivery,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
243,TRAX,Eng_Manutenção,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
244,TRAX,Plan_Compras,Production,WO_Employee_Auto_Sign_Off,UPDATE,NO
245,TRAX,PCO,Production,WO_Manual_Task_Card_Closing,UPDATE,NO
246,TRAX,Qualidade_Manutenção,Production,WO_Manual_Task_Card_Closing,UPDATE,NO
247,TRAX,Plan_Materiais,Production,WO_Manual_Task_Card_Closing,UPDATE,NO
248,TRAX,GSE,Production,WO_Manual_Task_Card_Closing,UPDATE,NO
249,TRAX,Almoxarifado,Production,WO_Manual_Task_Card_Closing,UPDATE,NO
250,TRAX,Suprimentos,Production,WO_Manual_Task_Card_Closing,UPDATE,NO
251,TRAX,Eng_Manutenção,Production,WO_Manual_Task_Card_Closing,UPDATE,NO
252,TRAX,Plan_Compras,Production,WO_Manual_Task_Card_Closing,UPDATE,NO
253,TRAX,Plan_Manutenção_Linha,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
254,TRAX,Plan_Manutenção_Heavy,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
255,TRAX,PCP,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
256,TRAX,PCO,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
257,TRAX,Qualidade_Manutenção,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
258,TRAX,Manutenção_Linha,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
259,TRAX,MCC,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
260,TRAX,Plan_Materiais,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
261,TRAX,GSE,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
262,TRAX,Simulador,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
263,TRAX,Almoxarifado,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
264,TRAX,Suprimentos,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
265,TRAX,Redelivery,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
266,TRAX,Eng_Manutenção,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
267,TRAX,Plan_Compras,Production,WO_Non_Routine_Creator_Release_For_Authorization,UPDATE,NO
268,TRAX,Plan_Manutenção_Linha,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
269,TRAX,Plan_Manutenção_Heavy,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
270,TRAX,PCP,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
271,TRAX,PCO,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
272,TRAX,Qualidade_Manutenção,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
273,TRAX,Manutenção_Linha,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
274,TRAX,MCC,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
275,TRAX,Plan_Materiais,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
276,TRAX,GSE,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
277,TRAX,Simulador,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
278,TRAX,Almoxarifado,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
279,TRAX,Suprimentos,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
280,TRAX,Redelivery,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
281,TRAX,Eng_Manutenção,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
282,TRAX,Plan_Compras,Production,WO_Non_Routine_Lead_Authorization,UPDATE,NO
283,TRAX,Plan_Manutenção_Linha,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
284,TRAX,Plan_Manutenção_Heavy,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
285,TRAX,PCP,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
286,TRAX,PCO,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
287,TRAX,Qualidade_Manutenção,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
288,TRAX,Manutenção_Linha,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
289,TRAX,MCC,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
290,TRAX,Plan_Materiais,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
291,TRAX,GSE,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
292,TRAX,Simulador,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
293,TRAX,Almoxarifado,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
294,TRAX,Suprimentos,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
295,TRAX,Redelivery,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
296,TRAX,Eng_Manutenção,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
297,TRAX,Plan_Compras,Production,WO_Non_Routine_Supervisor_Authorization,UPDATE,NO
298,TRAX,Plan_Manutenção_Linha,Production,WO_Reservation_Control,UPDATE,NO
299,TRAX,Plan_Manutenção_Heavy,Production,WO_Reservation_Control,UPDATE,NO
300,TRAX,PCP,Production,WO_Reservation_Control,UPDATE,NO
301,TRAX,PCO,Production,WO_Reservation_Control,UPDATE,NO
302,TRAX,Qualidade_Manutenção,Production,WO_Reservation_Control,UPDATE,NO
303,TRAX,Manutenção_Linha,Production,WO_Reservation_Control,UPDATE,NO
304,TRAX,MCC,Production,WO_Reservation_Control,UPDATE,NO
305,TRAX,GSE,Production,WO_Reservation_Control,UPDATE,NO
306,TRAX,Simulador,Production,WO_Reservation_Control,UPDATE,NO
307,TRAX,Almoxarifado,Production,WO_Reservation_Control,UPDATE,NO
308,TRAX,Suprimentos,Production,WO_Reservation_Control,UPDATE,NO
309,TRAX,Redelivery,Production,WO_Reservation_Control,UPDATE,NO
310,TRAX,Eng_Manutenção,Production,WO_Reservation_Control,UPDATE,NO
311,TRAX,Plan_Compras,Production,WO_Reservation_Control,UPDATE,NO
312,TRAX,Plan_Manutenção_Linha,Production,WO_Task_Card_Assignment,UPDATE,NO
313,TRAX,Plan_Manutenção_Heavy,Production,WO_Task_Card_Assignment,UPDATE,NO
314,TRAX,PCP,Production,WO_Task_Card_Assignment,UPDATE,NO
315,TRAX,PCO,Production,WO_Task_Card_Assignment,UPDATE,NO
316,TRAX,Qualidade_Manutenção,Production,WO_Task_Card_Assignment,UPDATE,NO
317,TRAX,Manutenção_Linha,Production,WO_Task_Card_Assignment,UPDATE,NO
318,TRAX,MCC,Production,WO_Task_Card_Assignment,UPDATE,NO
319,TRAX,Plan_Materiais,Production,WO_Task_Card_Assignment,UPDATE,NO
320,TRAX,GSE,Production,WO_Task_Card_Assignment,UPDATE,NO
321,TRAX,Simulador,Production,WO_Task_Card_Assignment,UPDATE,NO
322,TRAX,Almoxarifado,Production,WO_Task_Card_Assignment,UPDATE,NO
323,TRAX,Suprimentos,Production,WO_Task_Card_Assignment,UPDATE,NO
324,TRAX,Redelivery,Production,WO_Task_Card_Assignment,UPDATE,NO
325,TRAX,Eng_Manutenção,Production,WO_Task_Card_Assignment,UPDATE,NO
326,TRAX,Plan_Compras,Production,WO_Task_Card_Assignment,UPDATE,NO
327,TRAX,Plan_Manutenção_Linha,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
328,TRAX,Plan_Manutenção_Heavy,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
329,TRAX,PCP,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
330,TRAX,PCO,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
331,TRAX,Qualidade_Manutenção,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
332,TRAX,Manutenção_Linha,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
333,TRAX,MCC,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
334,TRAX,Plan_Materiais,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
335,TRAX,GSE,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
336,TRAX,Simulador,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
337,TRAX,Almoxarifado,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
338,TRAX,Suprimentos,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
339,TRAX,Redelivery,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
340,TRAX,Eng_Manutenção,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
341,TRAX,Plan_Compras,Production,WO_Task_Card_Assignment_Workshop,UPDATE,NO
342,TRAX,Plan_Manutenção_Linha,Production,WO_Task_Card_Bust,UPDATE,NO
